"","logFC","logCPM","LR","PValue"
"SPU_019860",0.053504370282295,5.81342632698852,0.0188121410629325,0.890906415076217
"SPU_007772",-1.16957398626416,4.4254665084473,3.93067851324825,0.0474128109662797
"SPU_007773",-0.496854180654923,4.56637467646852,0.927649408302086,0.335474470654944
"SPU_007770",-0.500928196810696,6.07362883168799,2.36663262039646,0.123954173107746
"SPU_005403",-0.36776462056394,6.71295026716009,1.78453141929423,0.181593877304911
"SPU_026277",-0.230289670907653,6.97096518935668,0.629869293501418,0.427403261945567
"SPU_028494",0.124192045680889,4.51807475851905,0.0445907798406893,0.832758294339367
"SPU_018803",0.18939102298035,7.90444576987082,0.716060814407906,0.397439081139958
"SPU_018809",-0.0309013317116031,3.63616410584307,0.00240090262146531,0.960920087822776
"SPU_004286",-0.637404537653536,2.67422381573555,0.688083401127622,0.406817053051696
"SPU_004287",0.200616333050589,2.60198237116538,0.0547507277535573,0.814993724690359
"SPU_008682",0.0568304949935785,4.93884853938431,0.014832279303211,0.903067040204093
"SPU_008684",-1.51521191694978,3.91051929088727,3.77104322236263,0.0521470995514244
"SPU_007771",-0.514393668404597,5.60272031757784,1.41764197298792,0.233791912961213
"SPU_007767",-1.17027143052509,4.90399810925111,4.19009846936623,0.0406607354676478
"SPU_028539",1.4901228137947,6.48898647295143,20.4625952292809,6.08080659899428e-06
"SPU_012883",-0.257236282569315,3.38661147269248,0.127744705031834,0.720781962816444
"SPU_004208",0.593468600752361,2.60463596762093,0.420777237250417,0.516549472588331
"SPU_020239",-0.297907957963224,6.94846967657246,1.332012428784,0.248447519963107
"SPU_021251",0.0840798798272791,9.47621899827464,0.195156896118406,0.658658792285105
"SPU_006904",0.0554378810874513,7.40521392876284,0.0392676434974675,0.842919373126394
"SPU_018541",-0.00270333246065818,6.87559347217595,0.00018626226086127,0.989110974505805
"SPU_025010",-1.76168121637535,3.58221581455494,6.5312159152485,0.0105997474500861
"SPU_001396",-0.424900490716863,4.95981569571997,0.850001389379723,0.356551944718821
"SPU_024357",-0.11143104314932,8.79050893912512,0.31254850314193,0.576120516401236
"SPU_017530",0.179347848883978,8.2926926958136,0.634511531334411,0.425705267623095
"SPU_017719",-1.43821121026738,4.42380445815951,5.69461808809897,0.0170170152674297
"SPU_017534",-0.960105605344895,3.71414192415078,1.95406330498315,0.162149662979624
"SPU_017533",-0.770699728306386,4.35626299353915,1.73612108743446,0.187631062055828
"SPU_022669",-0.0232039041220968,6.71349872761537,0.00718822734955871,0.932433579486113
"SPU_016561",-0.0125962791232327,3.38110279327744,0.000201787075550186,0.988666289139154
"SPU_024300",0.145519728180016,2.6540797167947,0.0318794761451766,0.858292435035291
"SPU_005473",1.29813445248825,3.36759826563643,2.70353197941639,0.100126210431244
"SPU_011796",-1.1129886815232,3.95493269454531,1.77545605164429,0.182708288514851
"SPU_010759",0.311362123487111,2.46510007385441,0.0618948138794693,0.803525792349255
"SPU_001393",-0.579998747656715,5.53004825920818,1.92867827937739,0.164903120328873
"SPU_001395",-0.532983474968093,2.84399419930315,0.498048113904136,0.480359021769667
"SPU_019022",0.197693839720072,0.802032267512745,0.0313113315157025,0.859547599524861
"SPU_019023",-4.43810965397017,2.69551731320967,11.5553299356404,0.000675553192761324
"SPU_005407",0.277349443849416,1.23842206044597,0.0251293595023334,0.874045150795697
"SPU_018192",0.31127752015161,4.24886786751121,0.303386209142371,0.581767318205373
"SPU_011470",0.0528427077405321,5.04436805379928,0.0134756542626198,0.907585425765274
"SPU_026527",0.18341882717977,4.08887948292435,0.0989684994357014,0.75307100391971
"SPU_018201",-0.654397481691211,4.35942880595627,1.03918758855539,0.308010492602372
"SPU_023759",-0.206983993519633,4.34420636963762,0.093231126469103,0.76010894630923
"SPU_028623",0.21414769414014,5.14914195070091,0.178397428447546,0.672754097747332
"SPU_005115",-0.471545671155276,2.83151373339381,0.320064845130966,0.571568678014378
"SPU_004807",-0.510898341080298,3.55836184436438,0.507870395200335,0.47606220172541
"SPU_004806",0.801988471687343,4.52540925238954,1.81082855072392,0.178408869392145
"SPU_006742",0.214556778083664,6.1053704375241,0.437057332078506,0.508546186112352
"SPU_018198",-0.9304259746332,2.76969117215955,1.27429850083456,0.258961830325976
"SPU_018199",2.52695358043136,0.99187553991918,4.91576676042764,0.026612648321047
"SPU_018191",-0.0764452172582773,5.60126041587225,0.0374977751817998,0.846455095220158
"SPU_010288",-1.46261616693755,3.43463784221879,2.63217008820525,0.10471849886966
"SPU_002946",0.568017696986478,5.31969536482851,1.80373578329946,0.179261512244588
"SPU_013197",0.205824160427666,5.66530915908824,0.300396090816353,0.583634213921734
"SPU_005613",-0.365782724890108,5.91498902594516,0.894934293986901,0.344143654551006
"SPU_000819",-0.149268986846445,9.08725514525374,0.592564895913576,0.441428999815976
"SPU_000105",-1.55003324807455,3.01302156349153,2.58352295399303,0.107981094689531
"SPU_008541",-0.268620795315357,2.20887199223107,0.0578279203030103,0.809962533909178
"SPU_000818",-0.454796526246413,6.28221457409486,2.08730239030097,0.148528136745285
"SPU_010790",-0.306353867422935,5.68623542443758,0.659487475179292,0.416740942124727
"SPU_017488",1.6311682138197,2.59662621850252,3.05024342869364,0.0807250425600692
"SPU_023142",1.25263207977597,3.93049170393705,2.9375419224404,0.0865423393185172
"SPU_024857",0.841687150210762,2.10830589560536,1.03108658039461,0.309903597772022
"SPU_013199",-0.481251509639593,4.32198033738138,0.530545592908858,0.466377571204367
"SPU_001182",-0.21517124595572,6.78551147629852,0.644523133764629,0.422077635202715
"SPU_025345",0.455078149841429,5.89507082686735,1.2581177934863,0.26200766750134
"SPU_019532",-1.28107382234404,2.51615656530203,2.03478250854736,0.15373617369274
"SPU_019539",0.394327093434597,4.33305821153546,0.459296692904607,0.497952848195328
"SPU_019538",-0.240064295450214,4.15952864171946,0.172719249058604,0.6777063463828
"SPU_019537",-0.26666153748459,4.65524615456367,0.235789912450738,0.627263536492824
"SPU_004804",-0.000364134758309496,3.9220157680303,0.000347855130637509,0.985119617663093
"SPU_004805",-0.291372061794762,6.174797603395,0.615507632050234,0.432721593509916
"SPU_028571",0.055880907617631,3.30328928716503,0.00708433142263587,0.932922486122912
"SPU_006812",0.00723312186600295,7.07988484016305,0.000693140544901993,0.978996070866209
"SPU_001608",-0.157195226880795,4.97587990749666,0.0793555704889162,0.778172628273546
"SPU_017340",0.154538619975891,2.36367038082687,0.0339055856206629,0.853907789730127
"SPU_001054",-0.539577415851847,3.51964305190115,0.515065923624897,0.47295404153059
"SPU_025077",0.710776598199873,4.65519165921793,1.3855523487461,0.239157639767331
"SPU_027513",0.953704559434848,3.06499954599953,0.919703447200829,0.337552849392856
"SPU_014456",0.0401779128998607,10.0604957555864,0.0474877431513061,0.827493916753874
"SPU_016794",0.333043422675637,6.32683126989053,1.21649338379513,0.270049926231506
"SPU_024332",0.54626890893597,3.71742492274128,0.686486767720146,0.407361938082406
"SPU_016045",-0.406765519647073,1.98597525518319,0.153306236615137,0.695395612989301
"SPU_019969",-3.88381465693728,2.53556222252832,10.0808965003345,0.00149814425061451
"SPU_028790",0.175887243061398,6.29308648616956,0.267307373852768,0.605143754610412
"SPU_004698",-0.0969193925391576,8.87890843583542,0.241323952887351,0.6232515173431
"SPU_004697",-0.0078673204980097,5.16123989325691,0.000311993799342214,0.985907421570072
"SPU_018933",-1.50068697653746,2.92823172414614,2.71646141782813,0.0993179735504682
"SPU_018932",-0.519435639393909,5.92260092177215,2.23905874081317,0.134562870601579
"SPU_026472",0.437039876564359,3.84601892141785,0.36868353338152,0.543722731098204
"SPU_001068",-0.0942566190804855,5.75748912813319,0.0611564510651985,0.804677371397587
"SPU_001071",0.440335460108584,3.98050599323727,0.498905227083837,0.479981551246161
"SPU_001069",-0.108037276477608,3.03288193336671,0.0228952174567773,0.879729874427564
"SPU_005881",-1.10003910248826,3.64206125068237,2.30680562584673,0.128808520289974
"SPU_005879",0.424494438058575,4.16563647525394,0.303085439252033,0.58195456196966
"SPU_005878",0.310708964448789,4.28708044799921,0.300180965510455,0.583768993899144
"SPU_005882",-0.0992748739837543,5.9837134127932,0.0514622736620423,0.820538066857354
"SPU_016807",-0.820020414092468,4.54580868730514,2.51788343652556,0.112561575670572
"SPU_004110",0.750048828797789,1.60613979371859,0.400040344502251,0.527068422023855
"SPU_000047",0.00415834844376893,6.7959394501117,0.000183915072842211,0.989179796939056
"SPU_022169",-0.925271460847659,2.5424933035938,0.894890869012453,0.344155361171311
"SPU_000048",0.315027172638422,5.38421394054025,0.484943016123923,0.486191823473579
"SPU_000049",0.336463367820289,6.44017957922381,1.12655347190772,0.288511685284607
"SPU_000050",0.299536687660359,5.26956559652511,0.355263064986744,0.551148850770611
"SPU_000051",0.330980701276275,6.11027491803737,0.841020985259391,0.359104931725734
"SPU_023212",-0.32003830352792,6.67807507917929,1.36198368845869,0.243193986747805
"SPU_025684",0.3926119313589,2.55133124012082,0.22441170772597,0.635698784376685
"SPU_012518",-0.887300387955538,6.77883814997645,10.5162533067674,0.00118329150751092
"SPU_012516",0.820085794383676,3.89144370758683,1.7041959821361,0.191740147138316
"SPU_002366",-0.649932966880201,4.76379731659398,1.72418500507205,0.189155233030452
"SPU_003158",0.396923024647527,1.40839951023126,0.160510584974489,0.688686868144252
"SPU_009675",-0.393609118564642,4.39240877286155,0.479697987590283,0.488559147679818
"SPU_012514",0.103144437682392,5.83649171279227,0.0838586438073232,0.77213483818877
"SPU_023215",1.78625282775862,3.23699300637411,4.13600454541841,0.0419801443383786
"SPU_023216",0.635932919901104,5.31382720307325,1.59877023485484,0.206077573469366
"SPU_009013",-1.01402105174519,5.03201250023665,3.47163339940684,0.0624296357935342
"SPU_009014",-0.0290850519019222,5.75030359987677,0.00638895052118382,0.936292205112279
"SPU_025129",-0.379942413033164,4.07749847271287,0.37778594191933,0.538790551036787
"SPU_020048",0.471528444761272,3.49813112297588,0.470725579960062,0.492653557109774
"SPU_008537",-0.325792282884068,4.7886849098373,0.446890038555303,0.50381553737007
"SPU_019346",0.0277957825204718,8.86650188834556,0.0197336479032058,0.888283516257853
"SPU_008650",0.326732860230549,6.28355544934599,0.969601395500808,0.324779609822322
"SPU_028438",-0.0293980577092324,5.29725950987903,0.00494864086858327,0.943917811371509
"SPU_008538",-0.256410742751528,1.15091967102332,0.0719923987575619,0.78845763626224
"SPU_016903",0.351612792600255,4.0408827492107,0.242346081975047,0.622516762090109
"SPU_027074",0.558078226479788,2.62382954150398,0.48908848625947,0.484334191803797
"SPU_014973",1.27210882838145,1.23009091653615,1.77324102160707,0.182981485183044
"SPU_011073",0.0935895887176503,4.78834421257765,0.0350165727554241,0.851560936299201
"SPU_000293",2.81244534282541,2.92736193919424,6.87551672350354,0.00873844888428931
"SPU_006092",-1.46876706688186,1.43163203492494,2.05335912139302,0.151870788611979
"SPU_026049",0.268061278750328,3.44279217066629,0.117066288542572,0.732238378271318
"SPU_026051",-0.0583639599261847,6.00959256277573,0.0203123093009889,0.886668288422494
"SPU_002093",-0.27692919902883,7.6682314897691,1.22724075480803,0.267944317406297
"SPU_011225",-0.0657658636912252,4.96295827343494,0.0115553562473494,0.91439562307564
"SPU_015162",1.85079920320187,3.67659045592829,5.60710573602756,0.0178877846778368
"SPU_015161",0.17000321473005,5.94163835497622,0.191423246222273,0.661734692614597
"SPU_005239",-0.188688301946282,5.94422835433135,0.201929145015683,0.653168181166927
"SPU_025078",-0.0903320329538927,5.8698852864696,0.06669695869075,0.796208150533168
"SPU_000169",0.379857193310513,2.94528271261189,0.151125301267442,0.697462291341718
"SPU_000170",0.588862965918228,3.65225573749475,0.784172817498207,0.375867974326892
"SPU_000621",-0.830648696347937,6.65762768380707,7.30044285322255,0.00689376172894668
"SPU_000662",-0.825489600560731,6.41825894012553,5.40253247115666,0.0201075546489486
"SPU_006567",0.24974466658495,3.51736537229785,0.101568164431168,0.749955829774697
"SPU_021992",-0.00897235282269278,5.80319075132176,0.000655336142106666,0.979576757746498
"SPU_004333",0.884801697550732,4.54824798527381,1.82129313375006,0.177159428582175
"SPU_004866",0.158536221042184,6.26640113848444,0.217588610882402,0.640883450415285
"SPU_022725",0.53685971117646,4.94234354830058,0.911631183613032,0.339681987860737
"SPU_006840",-0.648136366885902,3.06488995922237,0.528730428576839,0.467141103198426
"SPU_016842",0.0729912604964277,5.37955636292605,0.0296406757061094,0.863308067547178
"SPU_004865",-1.69247201187714,1.63701390427778,1.95402424238311,0.162153859495346
"SPU_008647",0.0989987200464203,9.21517990437679,0.249357941023604,0.617527534140243
"SPU_028323",0.0389656612676692,8.11249999139166,0.0283454289837515,0.866299281371698
"ENSRNA022744076",-0.439623083327713,4.80048097922502,0.465462698159014,0.49508197881489
"ENSRNA022744080",0.317711378570299,8.47583653560262,1.99469402545503,0.157850941908735
"SPU_018717",0.077560620498484,6.65499926228768,0.07771991189956,0.78041142918231
"SPU_018716",-0.143290406925068,6.14531029967951,0.188125998061089,0.664480931181339
"SPU_006839",0.53181636731746,5.15001126780982,1.43895536032038,0.230308460660925
